3867119,2037110
5878195,516506
3857459,4255164
1126956,8850632
6437930,8115862
9423145,5768280
5459053,2358432
1207124,2085024
4629402,8074740
8005800,7981935
136913,2603
7047002,1677430
18363,9337847
6671860,306529
4708443,2932492
75576,5568035
1880301,5453367
1531085,1428188
76291,8943507
6222749,5734140
4235299,2031463
1503048,6114359
1874668,8250008
7287200,6892748
1970579,7919227
2213429,4805564
270201,6604187
7431175,1908214
8029758,3123567
4969847,9724367
7697138,659794
9866378,3816840
2712229,1003112
6782733,3840885
5177746,1093956
7199436,5336331
6736338,1291702
2774796,835429
1971019,4850428
8970659,3024380
1890877,5971802
3745811,268680
223479,3766699
5156929,8051874
6751559,6101401
8471841,2961785
4684593,4566860
4133231,868755
6460412,3851020
400621,144949
8767039,2026212
7892418,8028469
5692573,1529872
6955130,9797552
2587824,8288478
4698388,845833
4675142,6134335
8725959,4906929
7873431,5254165
9780939,2560384
6294383,3481203
4286343,7832192
3887782,6069174
1482848,76832
7525326,4261139
7107510,173808
9603914,3701560
9961638,8538597
7136978,861849
3543609,8363756
1037919,7871050
5140521,9769924
7168380,1748527
1784052,9915432
9398292,8718455
2835103,7429433
5317599,3508065
8328991,3217929
682199,6979340
9195501,9010547
4135785,7835704
5552396,9286901
59854,5047884
5333119,5868085
1200966,3816053
6526956,8327913
9693074,8529693
3956985,8162191
5471764,1053786
143564,6436002
8936593,58547
6870887,9171408
7988936,8136720
672694,9320070
7832716,6737968
5669598,418722
2468567,3352859
1386646,1474736
9503273,9907676
275030,1874657
4302935,8388160
3362316,9700474
9107046,2447396
4237397,3002150
7577387,8186117
4896603,3173515
3249761,5466187
9245255,5645548
6148915,3131858
2642114,8104726
9813500,6243715
4144263,7225187
9312185,58694
9863954,2652953
282486,9878364
1586603,7988148
9358005,9575683
127737,8715148
7325121,9036358
4453755,7409919
7788441,6106049
1227899,3584923
6810701,3221685
2196570,6696771
231329,7266666
8807425,6086057
4390050,26399
2205272,3545201
5833633,1285154
7755475,7591643
3749978,5918251
7177146,9663739
1353636,4335080
2277599,7860677
5420756,3696675
3935951,5986388
2924062,6881547
324369,6174283
8618028,3382665
2429270,6203567
7392051,5730356
4241225,6283742
2822849,8043380
7234573,6256517
9465453,9578271
5335372,6582749
2448661,928805
8123370,5116542
7586234,1913988
6711827,9949885
6345597,5798941
7564595,3946319
3081428,5405488
7430805,8107952
2515172,4625382
2134196,4389354
7266750,1793820
1247860,4279082
6078820,3794854
2197754,6188617
8301495,3097073
7790715,3925643
3665249,4476720
8772662,5112668
2231358,90607
1719797,7990169
3976614,7803655
6287197,4962108
7205508,2273693
5429600,7692898
5210416,1919008
5221267,2922339
5259254,3440310
8679291,3462170
6554581,3629693
1386189,7487938
4569849,7296331
9122034,8250168
3462269,909598
6661815,1429425
7792508,3239005
1550641,6776080
6787118,7352939
463094,4848946
3679972,3275553
1190568,2829237
864927,3102335
8891254,755886
1351000,3830120
7323055,956520
6212453,7267550
839776,5364608
5598945,9586713
3957957,9914325
1710054,9852111
9782087,529068
394606,9749183
9574144,2596560
7988503,4884227
5096676,8801542
9233771,3207231
4647888,9023622
710372,9492421
7298629,4657206
9964306,1287662
4055309,481118
763442,1971234
9768117,8591878
6252153,1590663
3209191,3449303
781861,3000803
3148942,7271390
1384959,4836210
5604649,4120811
596886,1717334
2661308,3241403
4027688,9006049
2079079,325667
8280938,7812153
5296443,8845418
81704,4417073
8687992,8435753
2840491,5193003
5094596,965830
8550759,9561246
2476878,4082140
6298466,8867599
6051561,7016426
3325852,3442225
390800,7386864
8380787,5697707
