85907744572,842123
85907828880,9199011
85907913090,6744104
85907997323,4680594
85908081549,7102995
85908165839,3025897
85908250231,8141339
85908334542,2303802
85908418877,592396
85908503422,515298
85908587817,5594393
85908672196,6415882
85908756597,6049347
85908841220,6589063
85908925714,1471637
85909010206,7337594
85909094912,1555522
85909179590,2777657
85909264228,3897148
85909348818,8605011
85909433406,4197043
85909517839,6737898
85909602316,5536656
85909690029,4366614
85909774653,9177487
85909859152,194479
85909943882,1148174
85910028080,1473056
85910112868,2295807
85910197459,7841940
85910281927,8798719
85910366304,9303066
85910450806,9125230
85910535337,3794100
85910619753,6826755
85910704301,3170126
85910788793,799089
85910873518,996220
85910958121,9868006
85911042719,9251469
85911127028,3951292
85911211535,5706198
85911296096,8313388
85911380508,6945029
85911465326,6664487
85911549598,6495097
85911635154,9016539
85911719653,5626959
85911804148,7024850
85911888643,9838510
85911973365,3495084
85912057862,6857727
85912142562,4485823
85912227124,3273009
85912311596,3582725
85912396234,2058072
85912480811,3305682
85912565230,4896673
85912649643,5319725
85912734290,6994946
85912818922,3261950
85912904091,6974885
85912988828,8412003
85913073695,3115792
85913158297,2958479
85913243260,6436759
85913328026,6139576
85913412810,302941
85913497719,6848066
85913582495,2952045
85913667394,6511481
85913752608,3185215
85913837502,5613314
85913922769,6192033
85914007512,6620389
85914092456,5835771
85914177615,1801291
85914262602,6765983
85914347466,5097923
85914432358,1483058
85914517391,9933896
85914602533,8361516
85914687445,140670
85914772438,8832805
85914857551,5757014
85914942950,3937666
85915028190,3880634
85915113384,6235620
85915198467,9385664
85915283568,7743971
85915368863,4463547
85915454409,6588168
85915539540,6875576
85915627301,8948067
85915715127,4017131
85915800586,4629159
85915885975,8641472
85915971334,7291619
85916056869,7526737
85916142609,4363591
85916228145,5075720
85916313987,8036519
85916399561,7012622
85916485015,9682606
85916570593,7728393
85916656134,5812417
85916741814,9908549
85916827403,1260086
85916912992,4320218
85916998585,1322922
85917084253,5356625
85917170020,504908
85917255697,5439364
85917341579,7729767
85917427458,1441635
85917513382,8142033
85917599104,4763740
85917687196,912532
85917773480,9585211
85917859781,4887993
85917946146,8725506
85918032186,9306419
85918118382,7195713
85918205032,6220401
85918291207,2647658
85918377512,9381727
85918463527,8217400
85918549219,1175517
85918635072,3480614
85918721104,3658753
85918807076,9350345
85918893214,2500286
